CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,predicted_clv_6m,predicted_purchases_90d,prob_alive
13238,17,4,700.73,4,4,3,443,Loyal Customers,384.1399208911316,0.916125913584727,0.996377085034658
13239,262,1,329.56,1,1,2,112,Lost,,,
13240,96,4,663.65,2,4,3,243,At Risk,273.1234062709064,0.9011922855802944,0.9910175513499028
13242,112,3,270.40000000000003,2,3,2,232,At Risk,264.6558757304197,0.6640820677449353,0.8614310874421501
13243,203,1,600.07,1,1,3,113,Needs Attention,,,
13244,93,1,121.74000000000001,2,1,1,211,Lost,,,
13245,51,1,430.5,3,1,2,312,Needs Attention,,,
13246,18,6,1987.3,4,5,4,454,Champions,934.3046338508658,1.410562393494031,0.9979048789668881
13247,18,4,501.12,4,4,3,443,Loyal Customers,326.2701109824543,2.3913332105284004,0.9951065714149738
13248,125,2,465.68,2,2,2,222,Lost,131.2415369456169,0.6841849863010724,0.8173357632387479
13249,92,3,711.41,2,3,3,233,At Risk,406.1698524236642,0.9066489483930247,0.983159631683197
13253,157,2,1030.4,2,2,4,224,Needs Attention,615.5723314740376,0.470898450196093,0.8643641757199504
13255,9,2,399.51,5,2,2,522,New Customers,199.86939517201145,0.4803654766061271,0.951522361571515
13258,12,3,698.58,5,3,3,533,Loyal Customers,550.9069059268147,1.0898511856155264,0.9934716130133958
13259,62,1,292.32,3,1,2,312,Needs Attention,,,
13260,61,1,557.62,3,1,3,313,Potential Loyalists,,,
13261,269,2,944.1,1,2,4,124,Needs Attention,66.17199248440697,0.27500736163399536,0.4413420774804909
13262,263,1,200.29,1,1,1,111,Lost,,,
13263,1,35,7454.07,5,5,5,555,Champions,3232.1114297465615,7.281875063368469,0.9997736444505162
13265,53,5,2107.66,3,4,5,345,Loyal Customers,1257.3069877388652,1.380549502637823,0.995003770969141
13266,11,12,3834.2599999999998,5,5,5,555,Champions,2063.6447331601653,3.272427302761319,0.9990371395704306
13267,3,19,4521.49,5,5,5,555,Champions,1818.9756741828382,2.878720824583671,0.9994291369248169
13268,18,11,3214.69,4,5,5,455,Champions,1496.6509096481118,2.667169148029525,0.9986612290819407
13269,1,15,5346.2300000000005,5,5,5,555,Champions,2174.4117339148347,2.6639417459214614,0.9993989961171524
13270,366,1,590.0,1,1,3,113,Needs Attention,,,
13271,37,1,217.38,3,1,1,311,Needs Attention,,,
13272,31,2,276.56,4,2,2,422,New Customers,393.8554168520275,1.2075857597586757,0.9264279966031637
13273,113,1,138.98,2,1,1,211,Lost,,,
13276,64,2,590.9300000000001,3,2,3,323,Potential Loyalists,1160.8335806240098,1.0839259313408076,0.8779009082163084
13277,16,4,258.4,4,4,2,442,Loyal Customers,234.8812998600742,1.84639131606647,0.9958211766227177
13278,41,1,542.73,3,1,3,313,Potential Loyalists,,,
13279,78,1,137.75,2,1,1,211,Lost,,,
13280,122,3,814.86,2,3,3,233,At Risk,402.5571250310413,0.7438726089621754,0.9811077475020065
13282,18,3,1132.14,4,3,4,434,Loyal Customers,867.9746277321534,1.036626019109218,0.9929416094260958
13283,60,2,93.66,3,2,1,321,Needs Attention,131.01041251026257,0.7785860048986543,0.9167988410316882
13284,331,1,201.19,1,1,1,111,Lost,,,
13285,23,4,2709.12,4,4,5,445,Champions,1516.6512082827135,1.0842825138230971,0.995957033713459
13291,156,1,361.11,2,1,2,212,Lost,,,
13292,39,2,578.9399999999999,3,2,3,323,Potential Loyalists,458.41010785833873,0.5872124518686646,0.9398713886430444
13294,190,2,873.74,1,2,3,123,Needs Attention,453.004355425,0.49084883807576385,0.7122270920293353
13295,360,1,201.20000000000002,1,1,1,111,Lost,,,
13296,137,1,87.4,2,1,1,211,Lost,,,
13297,8,4,2089.85,5,4,5,545,Champions,1683.521999922076,2.0454848042636264,0.9932910823617201
13298,1,1,360.0,5,1,2,512,New Customers,,,
13299,268,1,142.5,1,1,1,111,Lost,,,
13300,169,1,371.89,2,1,2,212,Lost,,,
13301,104,4,618.09,2,4,3,243,At Risk,327.3528349841125,1.0691608671045456,0.9872315787690082
13302,155,1,63.75,2,1,1,211,Lost,,,
13304,351,1,300.42,1,1,2,112,Lost,,,
13305,4,10,2000.86,5,5,4,554,Champions,843.0859763922873,2.0622379532725934,0.9991244944854695
13307,120,1,15.0,2,1,1,211,Lost,,,
13308,23,3,1385.51,4,3,4,434,Loyal Customers,666.169533712785,1.0961703965428615,0.9924659500807844
13309,7,5,1456.79,5,4,4,544,Champions,681.9793621506627,1.2626617202701518,0.9977146163024908
13310,28,3,1132.03,4,3,4,434,Loyal Customers,596.2193366395269,0.7762567038236325,0.9926792496660171
13311,4,2,598.57,5,2,3,523,New Customers,243.2288265799766,0.925994545792054,0.9518596106857444
13313,22,5,1555.32,4,4,4,444,Champions,740.0186507862297,1.170904175845764,0.9972224760553291
13314,2,3,775.94,5,3,3,533,Loyal Customers,584.010770055993,1.9720749418604617,0.9941750584028245
13316,37,4,5977.7300000000005,3,4,5,345,Loyal Customers,3565.0880411231424,1.196359147986215,0.9948844334211251
13317,66,6,2273.68,3,5,5,355,Loyal Customers,1279.7014781404714,0.9177386494371463,0.9936982642131333
13318,1,3,640.76,5,3,3,533,Loyal Customers,913.473653097184,2.529825139542899,0.9941383727066303
13319,5,26,10845.550000000001,5,5,5,555,Champions,4282.038101889139,3.478055679416467,0.9994785532917048
13320,78,4,1548.7,2,4,4,244,At Risk,1160.4792198632408,1.0504948085147032,0.9835319393031141
13321,72,2,567.36,3,2,3,323,Potential Loyalists,813.7181711839605,1.113613859736925,0.8400513587826939
13322,17,1,199.48000000000002,4,1,1,411,New Customers,,,
13323,3,5,787.85,5,4,3,543,Loyal Customers,977.345253077487,2.885841595031989,0.9977190486439939
13324,36,10,7121.95,3,5,5,355,Loyal Customers,3410.3431308531635,1.3157576668342201,0.9972808833850195
13325,82,1,675.3,2,1,3,213,Needs Attention,,,
13327,39,8,3627.77,3,5,5,355,Loyal Customers,1434.3890893471216,1.4989087449665728,0.9975490803963628
13328,316,1,1308.48,1,1,4,114,Needs Attention,,,
13329,32,2,789.0,4,2,3,423,New Customers,554.770905347663,0.48441308922278103,0.9450524507274026
13330,93,3,1140.93,2,3,4,234,At Risk,674.6163822267839,0.7879180547896353,0.9857090022023921
13332,14,1,350.9,4,1,2,412,New Customers,,,
13334,82,3,3536.82,2,3,5,235,At Risk,1609.8195830424643,0.8088405496631669,0.9869236344553062
13336,77,1,795.12,2,1,3,213,Needs Attention,,,
13338,158,1,487.02,2,1,2,212,Lost,,,
13339,201,1,860.12,1,1,3,113,Needs Attention,,,
13340,45,7,10736.48,3,5,5,355,Loyal Customers,4885.430299789895,1.3701913666581464,0.9956935054352067
13341,261,1,775.85,1,1,3,113,Needs Attention,,,
13343,178,1,353.43,2,1,2,212,Lost,,,
13344,68,3,2543.72,3,3,5,335,Loyal Customers,1229.5460206441685,0.58853800391658,0.9243897953004304
13345,288,1,389.5,1,1,2,112,Lost,,,
13347,70,1,341.36,3,1,2,312,Needs Attention,,,
13348,64,1,233.76,3,1,1,311,Needs Attention,,,
13349,11,1,247.32,5,1,1,511,New Customers,,,
13350,16,2,979.12,4,2,4,424,New Customers,1022.8217182298182,1.298956791786161,0.9409866748041353
13351,66,1,373.94,3,1,2,312,Needs Attention,,,
13352,60,1,397.97999999999996,3,1,2,312,Needs Attention,,,
13354,71,1,743.53,3,1,3,313,Potential Loyalists,,,
13355,122,1,674.7,2,1,3,213,Needs Attention,,,
13356,80,1,768.24,2,1,3,213,Needs Attention,,,
13357,257,1,609.95,1,1,3,113,Needs Attention,,,
13358,269,1,439.03,1,1,2,112,Lost,,,
13359,64,1,439.56,3,1,2,312,Needs Attention,,,
13362,9,4,3090.7400000000002,5,4,5,545,Champions,1706.0149274144596,1.093617470433985,0.9966077779819924
13363,18,2,992.5,4,2,4,424,New Customers,1506.250476225474,1.6396477265690284,0.9353557620080317
13364,71,1,134.95999999999998,3,1,1,311,Needs Attention,,,
13365,34,2,2225.37,3,2,5,325,Potential Loyalists,2559.057610531569,0.7143866936061936,0.9388962888890311
13366,50,1,56.160000000000004,3,1,1,311,Needs Attention,,,
13368,257,2,623.4,1,2,3,123,Needs Attention,498.27307482156664,0.3592128323346669,0.656288546540249
13369,366,1,308.28000000000003,1,1,2,112,Lost,,,
13370,372,1,754.87,1,1,3,113,Needs Attention,,,
13372,90,1,378.64,2,1,2,212,Lost,,,
13373,61,3,3312.25,3,3,5,335,Loyal Customers,2156.1869922805754,0.8748694410077621,0.9891959910204431
13375,89,1,778.65,2,1,3,213,Needs Attention,,,
13376,99,3,1019.76,2,3,4,234,At Risk,670.24320632048,0.9780882312806852,0.9791297284187248
13379,26,3,572.56,4,3,3,433,Loyal Customers,660.4246355998124,1.4187960938675823,0.9911777517466694
13381,32,6,3639.31,4,5,5,455,Champions,1970.62692176848,1.5258666155624336,0.9972828363752514
13382,281,1,222.99,1,1,1,111,Lost,,,
13384,31,7,4151.93,4,5,5,455,Champions,2634.053533930537,2.2068755856734756,0.9965684359150958
13385,330,1,534.57,1,1,3,113,Needs Attention,,,
13388,131,2,677.1,2,2,3,223,Needs Attention,,,
13389,11,3,797.96,5,3,3,533,Loyal Customers,574.7239904562233,0.9986474320973932,0.9935469576161202
13390,75,1,544.08,2,1,3,213,Needs Attention,,,
13391,204,1,59.8,1,1,1,111,Lost,,,
13394,2,8,2520.02,5,5,5,555,Champions,1210.9375430540797,1.936726845694877,0.9989184228214121
13395,185,1,307.72,1,1,2,112,Lost,,,
13396,29,2,1360.99,4,2,4,424,New Customers,1236.7653993543229,0.5397522375956859,0.9446263948796015
13397,73,5,1544.13,2,4,4,244,At Risk,735.5511139298483,1.1673888293491557,0.9942285653580614
13398,192,1,457.34,1,1,2,112,Lost,,,
13402,127,2,621.23,2,2,3,223,Needs Attention,337.81954680606606,0.4550863391963164,0.8995043405908604
13403,18,1,75.0,4,1,1,411,New Customers,,,
13404,1,2,252.49,5,2,2,522,New Customers,66.23580332845418,0.7374439383366151,0.9534429548671318
13405,74,3,572.451,2,3,3,233,At Risk,346.2571602231825,0.7861358560953849,0.9883312775155203
13408,2,62,28117.04,5,5,5,555,Champions,10617.147702151487,8.081726351481832,0.9998183019469196
13410,24,5,1003.06,4,4,4,444,Champions,503.4055787824053,1.3180442762299525,0.9970228927961106
13411,107,1,213.55,2,1,1,211,Lost,,,
13414,134,3,1390.5,2,3,4,234,At Risk,868.6912887238374,0.8171968855507035,0.9744235357464383
13416,44,2,712.5,3,2,3,323,Potential Loyalists,1278.1642506132234,1.2370440939711986,0.9067146989337568
13417,5,2,640.83,5,2,3,523,New Customers,721.764295430888,0.7539534612939561,0.9522345446932167
13418,12,18,6127.43,5,5,5,555,Champions,2379.9649524909983,2.6460988698797228,0.9991903963811537
13419,64,1,221.06,3,1,1,311,Needs Attention,,,
13420,150,2,159.85,2,2,1,221,Lost,157.00243340553567,0.6221433840151358,0.6927017115820538
13421,40,2,1851.08,3,2,4,324,Potential Loyalists,1394.1945640827253,0.5775843812554529,0.9392685749554746
13422,64,1,2626.3,3,1,5,315,Potential Loyalists,,,
13425,108,3,1624.21,2,3,4,234,At Risk,1074.1459360443837,0.8274299753949228,0.9815186574973487
13426,1,10,3641.32,5,5,5,555,Champions,1536.046215825438,2.1220801789922983,0.9992015478778883
13427,19,3,582.6,4,3,3,433,Loyal Customers,414.50053437520995,1.0534776073527818,0.9928270382929647
13428,10,1,218.47,5,1,1,511,New Customers,,,
13429,11,4,1006.8,5,4,4,544,Champions,1158.761544164117,2.4947614164197636,0.9959550698285522
13430,19,2,679.45,4,2,3,423,New Customers,1011.9018727119484,1.2457886747911817,0.9397570440274968
13431,67,2,1269.1,3,2,4,324,Potential Loyalists,1103.932250943322,1.1246606706363944,0.8580015658171997
13434,74,2,534.24,2,2,3,223,Needs Attention,1156.885749640488,1.0620241651660807,0.846540866186847
13435,5,7,3809.8900000000003,5,5,5,555,Champions,2731.9717157473888,2.4460993645949918,0.9985494838405355
13436,2,1,196.89,5,1,1,511,New Customers,,,
13437,14,7,3408.06,4,5,5,455,Champions,1591.4070845190677,2.4363551103466974,0.9981335787564544
13439,255,1,283.71,1,1,2,112,Lost,,,
13441,92,1,296.64,2,1,2,212,Lost,,,
13447,23,3,1129.14,4,3,4,434,Loyal Customers,2456.144709061714,2.5549080111054105,0.9882148352853496
13448,17,6,3539.37,4,5,5,455,Champions,1698.3037669123619,1.0852556884009439,0.9974808756301256
13449,24,1,291.88,4,1,2,412,New Customers,,,
13450,27,6,2043.7199999999998,4,5,4,454,Champions,1389.4027716340343,1.921696552402411,0.9971932011990944
13451,26,5,2976.15,4,4,5,445,Champions,1542.054618266426,1.1845004690858514,0.997052410505983
13452,259,2,590.0,1,2,3,123,Needs Attention,195.6097636995988,0.2794200922284352,0.43051483351115494
13453,166,2,356.97999999999996,2,2,2,222,Lost,209.0553996679754,0.5077800651237263,0.8235830395602044
13455,25,2,1058.34,4,2,4,424,New Customers,420.1177843831037,0.48552323575748046,0.9472182607078214
13456,18,6,1766.72,4,5,4,454,Champions,1246.773777515314,1.9937947363599318,0.9976850379605902
13458,7,14,9646.57,5,5,5,555,Champions,3725.4777215294935,2.923280139788987,0.9993266068446288
13460,29,2,183.44,4,2,1,421,New Customers,287.2048087085167,1.540378265403537,0.918257913664801
13461,39,3,1445.0,3,3,4,334,Loyal Customers,1168.4115110957641,1.2658307582903454,0.9898049589391146
13462,253,1,151.5,1,1,1,111,Lost,,,
13464,58,1,674.68,3,1,3,313,Potential Loyalists,,,
13466,184,1,307.9,1,1,2,112,Lost,,,
13467,11,2,1083.71,5,2,4,524,New Customers,1245.9305797851596,1.7452922922658995,0.943361915150467
13468,2,37,5704.97,5,5,5,555,Champions,2108.5454706014607,7.110183951046078,0.9997939321375959
13470,99,2,165.0,2,2,1,221,Lost,111.65509402670989,0.8968461078806393,0.7877240018946319
13471,1,4,2531.58,5,4,5,545,Champions,3272.7294202319986,3.0065264697089167,0.9968598603763686
13473,61,2,422.64,3,2,2,322,Needs Attention,224.071808778089,0.5165470124800404,0.9327059990227065
13474,236,1,229.59,1,1,1,111,Lost,,,
13475,191,4,1431.78,1,4,4,144,At Risk,762.6635081122165,0.9974755740762232,0.9354938301256465
13476,179,2,1238.47,2,2,4,224,Needs Attention,600.4459750380014,0.49783305218269214,0.7904323858305384
13477,38,6,1454.58,3,5,4,354,Loyal Customers,791.2875046566282,1.5533210867458036,0.9969230217841657
13479,201,2,300.95,1,2,2,122,Lost,170.3741286126608,0.4536197281418513,0.6291316538021599
13481,46,5,1804.56,3,4,4,344,Loyal Customers,928.7968851453453,1.1886917252524767,0.9942501445328517
13482,232,1,184.64,1,1,1,111,Lost,,,
13483,66,1,140.34,3,1,1,311,Needs Attention,,,
13484,241,1,313.8,1,1,2,112,Lost,,,
13485,233,1,454.24,1,1,2,112,Lost,,,
13486,78,3,1122.41,2,3,4,234,At Risk,1262.299993158472,1.2911340464487502,0.9777103790011179
13487,58,3,575.4,3,3,3,333,Loyal Customers,295.80815336809223,0.7240237907796672,0.9906763072419769
13488,17,13,8968.31,4,5,5,455,Champions,3354.787668352589,2.477779314365986,0.9989668192914296
13489,105,4,449.52,2,4,2,242,At Risk,273.25198424579287,1.063266778420208,0.9869250600639905
13491,52,10,1215.82,3,5,4,354,Loyal Customers,504.71168766005746,2.058359456895697,0.9972454190248606
13492,136,3,1269.84,2,3,4,234,At Risk,1029.6602823838616,1.0152901402501322,0.9537047284943433
13493,275,2,618.63,1,2,3,123,Needs Attention,262.2771797998803,0.25259870375901355,0.4075384545172328
13494,312,1,316.26000000000005,1,1,2,112,Lost,,,
13495,8,5,2044.8700000000001,5,4,4,544,Champions,852.0080093818177,1.0973855755688835,0.9977443536432613
13496,11,2,653.33,5,2,3,523,New Customers,181.06277606919187,0.4951413081503658,0.9511738983551875
13497,283,2,348.05,1,2,2,122,Lost,149.80943426740782,0.3223772443422829,0.6316877675395708
13499,18,5,1159.11,4,4,4,444,Champions,709.5741653069504,1.3991212287978856,0.9972858315440133
13500,23,3,1166.77,4,3,4,434,Loyal Customers,1350.8587888141333,1.5126952330641616,0.9914070932472783
13501,288,1,1340.32,1,1,4,114,Needs Attention,,,
13502,17,3,292.0,4,3,2,432,Loyal Customers,149.2571311617496,0.778727866486414,0.9934363211250622
13503,71,1,216.85,3,1,1,311,Needs Attention,,,
13504,64,1,295.93,3,1,2,312,Needs Attention,,,
13505,73,4,4393.63,2,4,5,245,At Risk,2946.0875177979424,1.27217044735105,0.9903315819134373
13506,316,2,458.52,1,2,2,122,Lost,95.82352758209302,0.25377137605440364,0.498341026930376
13507,3,4,2479.16,5,4,5,545,Champions,1486.86830796283,1.7539035807816838,0.9967793117931967
13508,244,1,110.97,1,1,1,111,Lost,,,
13509,9,7,979.72,5,5,4,554,Champions,468.3061040783391,1.8250796430593554,0.9985100035341663
13510,1,4,1791.56,5,4,4,544,Champions,1248.9299885141738,1.51022649243726,0.9969121382640386
13512,261,1,251.21,1,1,2,112,Lost,,,
13513,127,1,205.1,2,1,1,211,Lost,,,
13514,74,1,152.20000000000002,2,1,1,211,Lost,,,
13515,73,4,891.12,2,4,3,243,At Risk,574.8588586331252,1.2162675841085666,0.9908772646338742
13516,21,3,1389.41,4,3,4,434,Loyal Customers,1293.1145499798763,0.9796433209872932,0.9927795665233805
13517,60,3,2128.42,3,3,5,335,Loyal Customers,1293.390483769835,1.1863135741618978,0.9862099478797314
13518,86,1,659.4399999999999,2,1,3,213,Needs Attention,,,
13519,78,1,122.75,2,1,1,211,Lost,,,
13520,59,6,3624.35,3,5,5,355,Loyal Customers,1707.3174467125577,1.2829813066471292,0.9961943849977457
13521,1,3,1093.65,5,3,4,534,Loyal Customers,2748.0021403427413,3.211173006580317,0.9940931070242897
13522,30,1,125.80000000000001,4,1,1,411,New Customers,,,
13523,33,5,3964.88,4,4,5,445,Champions,2101.4428413930345,0.9034798291404191,0.9957150766109761
13524,41,5,680.1800000000001,3,4,3,343,Loyal Customers,429.6820028104738,1.622422709311244,0.9955108975039308
13525,15,2,628.78,4,2,3,423,New Customers,537.2837061585249,0.6557700165427183,0.9487273937622236
13527,34,7,2287.51,3,5,5,355,Loyal Customers,1242.2388858252807,1.4232449210781846,0.997293919769145
13529,79,2,307.76,2,2,2,222,Lost,218.96835485370647,0.7170340956032863,0.9025416098814742
13531,205,2,483.8,1,2,2,122,Lost,177.98900665841427,0.4171130267120172,0.8137552367897045
13532,34,1,210.31,3,1,1,311,Needs Attention,,,
13533,183,3,270.79,1,3,2,132,At Risk,149.7199679260174,0.49979837959738943,0.7636545339931023
13534,2,25,5870.08,5,5,5,555,Champions,2395.3376803469955,3.7333983074658508,0.9995623494380138
13536,1,7,3448.29,5,5,5,555,Champions,4104.835370264857,4.134578667372662,0.9986758424602117
13538,43,7,1280.85,3,5,4,354,Loyal Customers,623.5991905380989,1.68297993864742,0.9970367511427942
13539,86,3,631.34,2,3,3,233,At Risk,399.0404756523063,0.8004771502710081,0.9865996566379174
13544,40,2,291.41,3,2,2,322,Needs Attention,267.66962347909816,0.6633895445783323,0.9370729968887124
13546,12,3,626.99,5,3,3,533,Loyal Customers,519.1133926087261,1.1085061472080668,0.9933713499601716
13548,96,2,682.41,2,2,3,223,Needs Attention,596.1454350177897,0.6279232830853153,0.8950245950271343
13549,26,7,918.2,4,5,3,453,Loyal Customers,502.7352419320242,2.0541484121787583,0.9977093764570075
13551,319,1,91.80000000000001,1,1,1,111,Lost,,,
13552,66,12,3740.07,3,5,5,355,Loyal Customers,1844.6703213473702,1.9008115528122371,0.9951282378782234
13555,74,4,4149.28,2,4,5,245,At Risk,4372.097354326971,0.7279176291371646,0.9069087010673667
13557,28,2,584.06,4,2,3,423,New Customers,484.92684671320063,0.5961082103739216,0.9439212721218854
13558,6,4,605.06,5,4,3,543,Loyal Customers,724.2432463481202,2.6064997117387523,0.9964808988433274
13560,7,1,174.37,5,1,1,511,New Customers,,,
13561,216,1,141.85999999999999,1,1,1,111,Lost,,,
13562,82,3,1799.33,2,3,4,234,At Risk,1208.1661531441407,0.9513951525115402,0.9847051676834241
13563,84,2,777.53,2,2,3,223,Needs Attention,965.8569039631493,0.8765512731357541,0.8635696655229759
13564,144,3,1749.02,2,3,4,234,At Risk,887.8231258689586,0.6914893186760179,0.9781667656617802
13565,19,2,240.22,4,2,1,421,New Customers,163.82507506096948,0.5226969953108752,0.9482773211602658
13566,41,2,874.71,3,2,3,323,Potential Loyalists,849.4983155855075,1.2371243591333916,0.9120631351569601
13568,173,1,192.85,2,1,1,211,Lost,,,
13569,17,2,373.75,4,2,2,422,New Customers,294.9253562414259,0.4855172746758646,0.9492810025464395
13570,243,1,239.49,1,1,1,111,Lost,,,
13571,13,12,2092.32,5,5,5,555,Champions,1148.445248858461,3.3008971722861564,0.9989962357030923
13572,206,1,1384.25,1,1,4,114,Needs Attention,,,
13573,50,2,294.4,3,2,2,322,Needs Attention,396.23457084750646,0.6348435819653172,0.9320159409542828
13575,23,5,732.0699999999999,4,4,3,443,Loyal Customers,616.2289383996417,1.8864392987459684,0.9965695165727979
13576,10,18,6717.34,5,5,5,555,Champions,2641.2919248019634,3.611894524992834,0.9993955924998013
13577,25,4,1687.6000000000001,4,4,4,444,Champions,1135.1299141540314,1.2442552154001747,0.9956474147775224
13579,15,2,467.04,4,2,2,422,New Customers,347.1274535415762,0.48384326492710067,0.9501424205755427
13581,309,1,118.0,1,1,1,111,Lost,,,
13583,156,1,781.03,2,1,3,213,Needs Attention,,,
13584,307,1,142.4,1,1,1,111,Lost,,,
13587,64,1,712.4,3,1,3,313,Potential Loyalists,,,
13588,16,9,2478.95,4,5,5,455,Champions,1461.1544910326747,2.4993474341902804,0.9986056787663403
13589,15,2,379.65,4,2,2,422,New Customers,455.3815503112598,0.8223958285028101,0.9472977348603002
13590,11,6,1981.92,5,5,4,554,Champions,1011.6639324465473,1.5077117784714895,0.9981072221342345
13591,65,3,1117.13,3,3,4,334,Loyal Customers,626.5346547483776,0.8987247675077178,0.9884341189308796
13592,36,4,247.95999999999998,3,4,1,341,Loyal Customers,139.03228878871315,1.162853241073407,0.9951064539513055
13593,108,5,2037.0800000000002,2,4,4,244,At Risk,874.8121287484437,1.1699439245987264,0.9894415363732433
13594,53,1,396.97,3,1,2,312,Needs Attention,,,
13596,6,2,697.04,5,2,3,523,New Customers,1464.7956704385097,2.1645591017075434,0.9477062439832483
13598,47,1,180.17000000000002,3,1,1,311,Needs Attention,,,
13599,1,21,5153.67,5,5,5,555,Champions,2064.2113030586006,3.076082379186693,0.9994881249297216
13600,312,1,219.52,1,1,1,111,Lost,,,
13601,45,2,693.32,3,2,3,323,Potential Loyalists,548.3798432224379,0.722698321460946,0.9312899550258074
13602,65,1,428.89,3,1,2,312,Needs Attention,,,
13603,26,1,164.34,4,1,1,411,New Customers,,,
13606,29,3,280.53999999999996,4,3,2,432,Loyal Customers,181.67332398132945,0.8012893807675197,0.9925461446887087
13607,40,1,678.01,3,1,3,313,Potential Loyalists,,,
13610,12,7,1131.88,5,5,4,554,Champions,540.7912645677281,1.8199815916128883,0.9983814599170835
13611,89,3,1171.8,2,3,4,234,At Risk,657.5973890380802,0.7120380838284576,0.987459693965201
13614,24,4,1610.46,4,4,4,444,Champions,944.8176528452898,0.9811629099904419,0.9960231383860463
13615,319,1,417.69,1,1,2,112,Lost,,,
13617,40,3,544.18,3,3,3,333,Loyal Customers,523.1845809362984,1.18633873977414,0.9898923100587831
13618,174,1,177.34,2,1,1,211,Lost,,,
13621,117,1,213.85,2,1,1,211,Lost,,,
13623,31,5,747.78,4,4,3,443,Loyal Customers,389.9970789107801,1.2972711777587578,0.9967514095433607
13626,253,1,257.23,1,1,2,112,Lost,,,
13627,59,5,1638.47,3,4,4,344,Loyal Customers,753.8813375806932,1.1217730719678243,0.9954374668510533
13629,23,11,7792.36,4,5,5,455,Champions,3414.8251810289653,2.434833680877731,0.9986509908510366
13630,5,7,2031.78,5,5,4,554,Champions,1047.7700955351168,1.8203798473251436,0.9985999297748304
13631,100,11,3070.42,2,5,5,255,At Risk,1872.4130611131718,1.8865612320851168,0.9852614164879819
13632,25,5,2121.27,4,4,5,445,Champions,1418.2152842604755,1.507621616825681,0.996856435745652
13634,33,5,1575.16,4,4,4,444,Champions,739.709671902635,1.2039681068235497,0.9967194473589751
13635,68,1,1071.03,3,1,4,314,Potential Loyalists,,,
13636,37,5,949.12,3,4,4,344,Loyal Customers,539.3523225928722,1.3382304429600476,0.996362789839072
13637,52,3,810.5,3,3,3,333,Loyal Customers,419.85806147546634,1.0131005555264845,0.9891669638108952
13638,16,1,122.64,4,1,1,411,New Customers,,,
13639,74,1,1033.34,2,1,4,214,Needs Attention,,,
13642,216,1,354.8,1,1,2,112,Lost,,,
13643,31,3,519.44,4,3,3,433,Loyal Customers,537.2027709376991,1.1664063363290826,0.9912600471172699
13644,16,4,2624.26,4,4,5,445,Champions,2562.402434303276,2.110481348884031,0.9955035128359997
13645,120,1,252.1,2,1,2,212,Lost,,,
13647,10,4,1678.1200000000001,5,4,4,544,Champions,1093.365389349582,1.2722572561814045,0.9965448132985472
13649,257,2,346.6,1,2,2,122,Lost,129.6318981965937,0.36267648402347097,0.7075537545806269
13650,17,6,1836.34,4,5,4,454,Champions,1042.709743965311,1.4070097569589255,0.9973258483041706
13651,35,2,94.2,3,2,1,321,Needs Attention,71.04803725496691,1.6275534205411983,0.9006087361455454
13652,46,3,1095.08,3,3,4,334,Loyal Customers,586.3556020297367,0.7010925682421109,0.9917513277283261
13654,43,6,2707.33,3,5,5,355,Loyal Customers,1672.8170698660194,1.381674439187485,0.9958145467557942
13655,114,2,932.97,2,2,3,223,Needs Attention,798.7761523883745,0.6162933330419452,0.8731805954934532
13656,165,2,379.65,2,2,2,222,Lost,241.7746097083766,0.467479356041188,0.8540935052899392
13657,11,2,382.14,5,2,2,522,New Customers,417.0070377080493,0.7622213276159027,0.9496474964802974
13658,10,5,2639.17,5,4,5,545,Champions,1978.902800788332,1.0937290977840008,0.9936311024955828
13659,206,2,1573.2,1,2,4,124,Needs Attention,548.8617182556408,0.4405223984761272,0.7728453594082318
13662,86,3,897.76,2,3,3,233,At Risk,651.2086809715073,0.9131549408649321,0.9845786225902291
13663,179,1,189.47,2,1,1,211,Lost,,,
13666,60,3,84.65,3,3,1,331,Loyal Customers,32.737603302562434,0.5760365441568688,0.9293675678363855
13667,149,1,305.02,2,1,2,212,Lost,,,
13668,3,21,6363.59,5,5,5,555,Champions,2590.750085392041,4.297498265520099,0.9996262760357227
13669,51,2,218.55,3,2,1,321,Needs Attention,365.75734008297815,0.8969121499651165,0.9181313584638823
13670,75,1,349.7,2,1,2,212,Lost,,,
13672,301,2,186.39000000000001,1,2,1,121,Lost,73.82320458379388,0.24618406441467927,0.44452363133594974
13673,19,2,396.92,4,2,2,422,New Customers,779.1803086149777,1.779992719469068,0.9316590679316628
13675,151,2,486.82000000000005,2,2,2,222,Lost,224.80449105292792,0.5268419856569064,0.8432445651979523
13678,152,1,232.6,2,1,1,211,Lost,,,
13680,1,4,3722.42,5,4,5,545,Champions,1876.6368381800762,0.9614705542584407,0.9969310142984494
13681,18,4,827.83,4,4,3,443,Loyal Customers,721.395378601997,1.6807062181255559,0.9957773501001274
13682,187,1,59.5,1,1,1,111,Lost,,,
13684,286,1,67.23,1,1,1,111,Lost,,,
13685,3,7,3119.44,5,5,5,555,Champions,2824.08859861317,3.94731707544494,0.9982849513202297
13686,183,1,72.0,1,1,1,111,Lost,,,
13689,63,1,910.0,3,1,3,313,Potential Loyalists,,,
13690,59,1,172.25,3,1,1,311,Needs Attention,,,
13692,25,3,1488.32,4,3,4,434,Loyal Customers,662.6527221969943,0.9853773488286777,0.9925085520394973
